game_name,playtime_bucket,avg_sentiment,review_count
Assassin’s Creed Shadows,10–50h,0.23943628278452492,1612
Assassin’s Creed Shadows,2–10h,0.18830778957911315,659
Assassin’s Creed Shadows,50h+,0.2847459532214148,1429
Assassin’s Creed Shadows,< 2h,-0.3335570807411006,215
